site_id,year,vi_index,EOS90,EOS50,EOS10,senescence_kinetic_i,leaf_out_90,temperature_senescence_rate,photoperiod_senescence_rate
NL-Loo,2025,NDVI,28.448745221888046,260.0,260.0,0.0720157061746162,1.6495132284440406,0.07179528877220161,0.01580848390562471
NL-Loo,2025,NIRv,204.9904259537045,230.38379110255997,253.78032348032767,0.0100970734368964,158.87094346744337,-0.021083571428571413,-0.06165396500710597
NL-Vkp,2022,NIRv,136.6927124167032,234.15811954317448,331.6303382816513,0.0001,107.3168922803974,-0.04566275874346567,-0.03878430734608814
NL-Vkp,2023,NIRv,250.64293899764385,258.56537373033615,262.9038548040036,0.2431699434504148,111.82552650422642,-0.5541013986013986,-0.06856472120566647
RU-Fy2,2024,NDVI,204.08627828883985,234.5850109494319,261.74604142679664,0.0582531821799493,160.19995832777633,0.031065854290899662,-0.07443181794862867
RU-Fy2,2024,NIRv,191.3606729327899,224.3538621282864,258.98156689564945,0.0411771548560081,158.4581295477808,-0.019056668529012697,-0.06923010855959295
US-Aud,2013,NDVI,252.7894624990816,283.35133800771735,314.9814346616729,0.067242463590531,205.80728035380187,-0.17092007252398583,-0.030662248279205065
US-Aud,2013,NIRv,236.18151822651384,268.32014333308234,305.15199333110314,0.0570471728461962,203.78811274854053,-0.15598184143222504,-0.031672665919157385
US-Aud,2014,NDVI,256.86468146985067,302.992040352719,344.81887858519207,0.0414377240064854,204.1422049338012,-0.14526103342608573,-0.02561793339395809
US-Aud,2014,NIRv,249.4014677093928,288.2629550231905,328.7316175452813,0.0501210067796781,205.0343418128544,-0.15880820350535538,-0.02899986450793254
US-Aud,2015,NDVI,280.9348085027691,310.6692893525745,346.1191595478393,0.0415879058986087,234.70140696581143,-0.15975221793132244,-0.02256409426429317
US-Aud,2015,NIRv,271.944817741784,302.4550704674893,338.73312425309655,0.0479198071935052,217.98396367568216,-0.21095099369462844,-0.02545050434249983
US-Aud,2016,NDVI,257.0972286379383,284.6461362743318,323.8595749258482,0.0395002092984686,225.5755815462513,-0.11012409978081618,-0.029341505828875635
US-Aud,2016,NIRv,256.1645661281184,282.8448534538689,321.30174615194227,0.0422266569897836,223.47181012537237,-0.10653028846153845,-0.02974727345014734
US-Aud,2017,NDVI,230.63595199559225,262.3948520028373,309.1644992757446,0.0417419749539016,207.00780284271923,-0.09090864167478092,-0.031307886622803774
US-Aud,2017,NIRv,228.02651817252536,258.8834652427688,303.3629257858203,0.0449391251638507,204.815653071883,-0.08245832147937411,-0.03157228748193514
US-Aud,2018,NDVI,250.913353104623,285.4664048371585,334.5732467686751,0.0344676190653917,217.2697270944009,-0.19653706591070155,-0.02798752015409048
US-Aud,2018,NIRv,247.32538313457675,270.32610553104104,306.7323822716846,0.0515408400267979,218.8259276368536,-0.22449503214494443,-0.03157149385826095
US-Aud,2019,NDVI,268.0503426806519,293.5697082413835,333.5150183963135,0.044008318788247,239.4941838529114,-0.1602099213286714,-0.02691212167418899
US-Aud,2019,NIRv,276.7097613837409,310.1133471457558,350.3643128995862,0.0339627030251843,227.9288891425126,-0.1506963939281748,-0.022099505675701132
US-Aud,2020,NIRv,280.2345915027714,320.71953642501745,352.5079136732854,0.0214876728671508,207.7883818217287,-0.23882656440928676,-0.021014295462457942
US-Aud,2021,NDVI,248.98890103632945,276.9768384702002,323.188967858383,0.0345072364694264,222.3030138677401,-0.1384811948790896,-0.0297972221562579
US-Aud,2021,NIRv,245.31833463205857,267.1667432610428,303.45516138086634,0.0518125483612565,223.8757441863524,-0.1672748777261682,-0.03183173892596354
US-Aud,2022,NDVI,255.4858388458908,292.0247746281676,337.8840343641907,0.0363303378312868,224.5750281459924,-0.18968610485301643,-0.027107583046768295
US-Aud,2022,NIRv,252.17960390107268,277.7437912222329,317.6114266859844,0.0471243588599656,228.45035895858612,-0.20826936188811193,-0.030381687698322304
US-Aud,2023,NDVI,282.04246018448225,325.9283259408095,359.9326040641274,0.0223284014484494,202.45603863583125,-0.17846695409853297,-0.01867075873913165
US-Aud,2023,NIRv,270.46737499773946,322.82944283171486,357.7099511684856,0.0382139463450553,126.5499843412626,-0.17732962746956332,-0.021060357890671517
US-Aud,2024,NDVI,226.97394066598,259.88228902135586,307.4014775427636,0.0416614723727711,199.0815449528288,-0.10017757452574522,-0.031317341320081425
US-Aud,2024,NIRv,230.65243729462887,253.6314598339621,291.7687679391728,0.0498431860688351,203.86146188023545,-0.031109518773135895,-0.032099164997196346
US-Bar,2015,NDVI,277.05864882117606,282.4778714482515,287.8974081682979,0.4054630152240076,144.20592131017509,0.2736363636363637,-0.050583795951111274
