site_id,lat,lon,sensor,date,blue,green,red,nir,valid_pixel_frac
US-Seg,34.3603,-106.7003,L30,2023-08-28,0.08725318625108644,0.12590244469625603,0.16624831051101094,0.24278078146545218,1.0
US-Seg,34.3603,-106.7003,L30,2023-08-29,0.08998698149184708,0.12932321642297073,0.17168129752754407,0.249800663508403,1.0
US-Seg,34.3603,-106.7003,L30,2023-09-05,0.08867337683909693,0.12738022444605224,0.17112312950245973,0.24652155992736893,1.0
US-Seg,34.3603,-106.7003,L30,2023-09-06,0.09174197487041558,0.13092806895390477,0.17514692751921607,0.24946685142963765,1.0
US-Seg,34.3603,-106.7003,L30,2023-09-14,0.07482239545646914,0.10708942254745352,0.1400769446757774,0.20935898944666692,1.0
US-Seg,34.3603,-106.7003,L30,2023-09-22,0.08888464920064976,0.12712202911609574,0.16626899531721442,0.2532433842569208,1.0
US-Seg,34.3603,-106.7003,L30,2023-09-29,0.08242771763121128,0.11788081377621835,0.15483487150782055,0.23606025184194118,1.0
US-Seg,34.3603,-106.7003,L30,2023-09-30,0.08371190355918999,0.12023576983812766,0.15845776300280778,0.24182132100973402,1.0
US-Seg,34.3603,-106.7003,L30,2023-10-07,0.08261199230002583,0.11758283888759948,0.15766509072043913,0.23433309851142942,1.0
US-Seg,34.3603,-106.7003,L30,2023-10-08,0.08392533437091854,0.11924939496953231,0.16031470367387035,0.23542364829503817,1.0
US-Seg,34.3603,-106.7003,L30,2023-10-15,0.08353600374986928,0.11805636271792692,0.16025088672573637,0.2300926654561501,1.0
US-Seg,34.3603,-106.7003,L30,2023-10-16,0.08497266145143605,0.11940442976049055,0.1628793106429845,0.23173583354949714,1.0
US-Seg,34.3603,-106.7003,L30,2023-10-23,0.0839150281467728,0.11838084927255264,0.16203377749259332,0.2287776272975911,1.0
US-Seg,34.3603,-106.7003,L30,2023-10-31,0.08270513604652739,0.11611794339699914,0.1591273658534365,0.22139343590863803,1.0
US-Seg,34.3603,-106.7003,L30,2023-11-01,0.08544366003613334,0.11894577798408114,0.16418528585926145,0.22620095703578286,1.0
US-Seg,34.3603,-106.7003,L30,2023-11-08,0.08240548054300272,0.1159046755043438,0.16007996322943827,0.22053110480065174,1.0
US-Seg,34.3603,-106.7003,L30,2023-11-09,0.07394875467027094,0.10640137753082021,0.14483083630273813,0.19699143218607376,1.0
US-Seg,34.3603,-106.7003,L30,2023-11-17,0.08344869050382055,0.11682265621800196,0.1600442502764621,0.21776229151592127,1.0
US-Seg,34.3603,-106.7003,L30,2023-11-24,0.07919316012942508,0.11150859329847401,0.15068539826432029,0.20287713580988534,1.0
US-Seg,34.3603,-106.7003,L30,2023-12-02,0.07508855106693793,0.1064636371910566,0.14376069463595786,0.1946507479259674,1.0
US-Seg,34.3603,-106.7003,L30,2023-12-03,0.08056941035127715,0.11337743525332092,0.15322013597826534,0.20408592888901023,1.0
US-Seg,34.3603,-106.7003,L30,2023-12-10,0.08034955015222463,0.11408423052593719,0.15356701389362923,0.20264511083502845,1.0
US-Seg,34.3603,-106.7003,L30,2023-12-26,0.07298518665155798,0.10319615274345705,0.13877484857172745,0.18478696374368025,1.0
US-Seg,34.3603,-106.7003,L30,2023-12-27,0.07859453037894598,0.11086249266181548,0.14842516462562727,0.1946964458157559,1.0
US-Seg,34.3603,-106.7003,L30,2024-01-03,0.07733741222621177,0.11005675272252317,0.14747848831123914,0.19449619779649682,1.0
US-Seg,34.3603,-106.7003,L30,2024-01-12,0.08278997365079802,0.11727221547185104,0.1560816597721862,0.20143283729481526,1.0
US-Seg,34.3603,-106.7003,L30,2024-01-19,0.08308909079325208,0.11974971216113514,0.15877003927350816,0.20856081432231552,1.0
US-Seg,34.3603,-106.7003,L30,2024-01-27,0.06646182733308756,0.09458754442730297,0.12646690421905796,0.17002206279210508,1.0
US-Seg,34.3603,-106.7003,L30,2024-01-28,0.07786755407502462,0.1104374618300635,0.1475541897051529,0.19261706782075225,1.0
